Year,Pk,Tm,Player,College,Yrs,G,MP...8,PTS...9,TRB...10,AST...11,FG%,3P%,FT%,MP...15,PTS...16,TRB...17,AST...18,WS,WS/48,BPM,VORP,Seasons,VPS,mean_vps,median_vps,repl325_vps,VOADP_mean,VOADP_med,VOADP_repl,exp_vps_pick,VODP,exp_vps_pick_med,VODP_med
2013,3,WAS,Otto Porter Jr.,Georgetown,11,527,13400,5419,2599,783,0.477,0.397,0.797,25.4,10.3,4.9,1.5,36.7,0.132,1.7,12.5,12,1.0416666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.6792483660130719,1.0333333333333334,1.0562500000000001,0.9801108851729452,0.06155578149372154,0.6884843713470001,0.3531822953196666
2013,4,CHO,Cody Zeller,Indiana,11,552,11510,4376,3125,740,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,0.14,-0.7,3.9,12,0.325,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.03741830065359475,0.31666666666666665,0.33958333333333335,0.9026722960389979,-0.577672296038998,0.5984087442197418,-0.27340874421974176
2013,5,PHO,Alex Len,Maryland,12,690,11754,4608,3624,589,0.51,0.322,0.678,17,6.7,5.3,0.9,23.9,0.097,-1.9,0.3,12,0.024999999999999998,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.33741830065359474,0.016666666666666663,0.03958333333333333,0.8285535552255102,-0.8035535552255102,0.5137623623087962,-0.4887623623087962
2013,6,PHI,Nerlens Noel,Kentucky,9,467,10281,3338,2835,501,0.546,0.2,0.655,22,7.1,6.1,1.1,28.3,0.132,0.9,7.4,12,0.6166666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.25424836601307194,0.6083333333333334,0.63125,0.758213099921368,-0.1415464332547013,0.4352055158813938,0.18146115078527292
2013,7,SAC,Ben McLemore,Kansas,9,556,12534,5015,1269,563,0.414,0.363,0.78,22.5,9,2.3,1,9,0.035,-3.1,-3.4,12,-0.2833333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.645751633986928,-0.2916666666666667,-0.26875,0.6921093673154572,-0.9754427006487906,0.36339849520476425,-0.6467318285380976
2013,8,DET,Kentavious Caldwell-Pope,Georgia,12,912,27036,10172,2708,1652,0.428,0.367,0.822,29.6,11.2,3,1.8,48.5,0.086,-0.9,7.4,12,0.6166666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.25424836601307194,0.6083333333333334,0.63125,0.6307007945966637,-0.014034127929997031,0.29900159054613756,0.31766507612052913
2013,9,UTA,Trey Burke,Michigan,9,498,10401,4792,878,1522,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,12,0.14166666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.2207516339869281,0.13333333333333333,0.15625,0.5744458189538743,-0.4327791522872076,0.24267509217274402,-0.10100842550607736
2013,10,POR,CJ McCollum,Lehigh,12,787,25264,15414,2867,3005,0.453,0.397,0.799,32.1,19.6,3.6,3.8,52,0.099,1.2,20.5,12,1.7083333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,1.3459150326797384,1.7,1.7229166666666667,0.5237692646937907,1.1845640686395424,0.19501927305448172,1.5133140602788515
2013,11,PHI,Michael Carter-Williams,Syracuse,9,395,9942,4040,1718,1708,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,-1.2,1.8,12,0.15,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.21241830065359477,0.14166666666666666,0.16458333333333333,0.4786190787133089,-0.32861907871330887,0.15578292031903404,-0.005782920319034046
2013,12,OKC,Steven Adams,Pitt,11,764,19738,6743,6115,1145,0.586,0.059,0.533,25.8,8.8,8,1.5,61.6,0.15,0.5,12.5,12,1.0416666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.6792483660130719,1.0333333333333334,1.0562500000000001,0.4385889998461299,0.6030776668205369,0.12408236683056614,0.9175842998361006
2013,13,BOS,Kelly Olynyk,Gonzaga,12,800,18000,8139,4124,1975,0.486,0.371,0.796,22.5,10.2,5.2,2.5,46.2,0.123,0.9,12.9,12,1.075,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.7125816993464051,1.0666666666666667,1.0895833333333333,0.40326437004382154,0.6717356299561784,0.09901895244642739,0.9759810475535726
2013,14,MIN,Shabazz Muhammad,UCLA,5,278,4772,2504,770,151,0.473,0.319,0.751,17.2,9,2.8,0.5,8.5,0.085,-2,0,12,0,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.36241830065359476,-0.008333333333333333,0.014583333333333334,0.37223053125795125,-0.37223053125795125,0.07969401702396717,-0.07969401702396717
2013,15,MIL,Giannis Antetokounmpo,NA,12,859,28234,20538,8530,4288,0.551,0.284,0.693,32.9,23.9,9.9,5,120.8,0.205,6.7,62.4,12,5.2,0.36241830065359476,0.008333333333333333,-0.014583333333333334,4.837581699346406,5.191666666666666,5.214583333333334,0.34507282544008694,4.854927174559913,0.06520890042053472,5.1347910995794654
2013,16,TOR,Lucas Nogueira,NA,4,141,1754,446,388,72,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6,0.165,2.3,1.9,12,0.15833333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.20408496732026143,0.15,0.17291666666666666,0.32137659454179607,-0.16304326120846274,0.05466494249347947,0.10366839083985385
2013,17,ATL,Dennis Schröder,NA,12,842,23024,11738,2434,4097,0.432,0.342,0.836,27.3,13.9,2.9,4.9,32.7,0.068,-1.5,3,12,0.25,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.11241830065359476,0.24166666666666667,0.26458333333333334,0.3007271805146462,-0.0507271805146462,0.0471634831001506,0.20283651689984938
2013,18,DAL,Shane Larkin,Miami (FL),4,256,4880,1399,490,737,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,12,-0.049999999999999996,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.41241830065359475,-0.05833333333333333,-0.035416666666666666,0.2827100646402099,-0.3327100646402099,0.04180636885401316,-0.09180636885401317
2013,19,CLE,Sergey Karasev,NA,3,95,1110,287,140,87,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,-3.4,-0.4,12,-0.03333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3957516339869281,-0.041666666666666664,-0.01875,0.2669568902801344,-0.30029022361346774,0.03786334212357413,-0.07119667545690747
2013,20,CHI,Tony Snell,New Mexico,9,601,13092,3672,1371,669,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,-2,-0.1,12,-0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3707516339869281,-0.016666666666666666,0.00625,0.25321198520532007,-0.2615453185386534,0.035013988896667375,-0.04334732223000071
2013,21,MIN,Gorgui Dieng,Louisville,10,628,12625,4591,3534,837,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,0.2,7.1,12,0.5916666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.2292483660130719,0.5833333333333334,0.60625,0.2412365487619691,0.3504301179046976,0.032999258641050105,0.5586674080256165
2013,22,BRK,Mason Plumlee,Duke,12,860,18797,6918,5767,2045,0.595,0.039,0.577,21.9,8,6.7,2.4,57.8,0.148,1.2,15.1,12,1.2583333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.8959150326797385,1.25,1.2729166666666667,0.23079178029628294,1.0275415530370504,0.03156010082447941,1.2267732325088538
2013,23,IND,Solomon Hill,Arizona,9,448,9652,2453,1399,662,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,12,-0.024999999999999998,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3874183006535948,-0.03333333333333333,-0.010416666666666664,0.22163887915446345,-0.24663887915446345,0.03043746491471261,-0.0554374649147126
2013,24,NYK,Tim Hardaway Jr.,Michigan,12,813,22262,11151,2338,1486,0.417,0.361,0.815,27.4,13.7,2.9,1.8,33.8,0.073,-1.2,4.5,12,0.375,0.36241830065359476,0.008333333333333333,-0.014583333333333334,0.01258169934640524,0.36666666666666664,0.38958333333333334,0.2135390446827121,0.1614609553172879,0.029372300379506795,0.3456276996204932
2013,25,LAC,Reggie Bullock,UNC,11,556,12556,4039,1451,647,0.424,0.385,0.827,22.6,7.3,2.6,1.2,21.4,0.082,-1.2,2.6,12,0.21666666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.1457516339869281,0.20833333333333334,0.23125,0.20625347622723092,0.010413190439435754,0.028105556686619317,0.18856110998004735
2013,26,OKC,Andre Roberson,Colorado,7,307,6801,1382,1230,265,0.473,0.253,0.468,22.2,4.5,4,0.9,12.6,0.089,-0.6,2.3,12,0.19166666666666665,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.1707516339869281,0.18333333333333332,0.20625,0.1995433731342215,-0.00787670646755484,0.02637818330380722,0.16528848336285942
2013,27,UTA,Rudy Gobert,NA,12,829,25430,10458,9700,1123,0.656,0,0.641,30.7,12.6,11.7,1.4,116.1,0.219,3.3,34,12,2.8333333333333335,0.36241830065359476,0.008333333333333333,-0.014583333333333334,2.4709150326797387,2.825,2.847916666666667,0.19318245727493485,2.6401508760583985,0.023959206245877565,2.8093741270874557
2013,28,SAS,Livio Jean-Charles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.187063962727798,NA,0.020885607877851622,NA
2013,29,PHO,Archie Goodwin,Kentucky,4,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2,1.2,1.1,0.022,-3,-0.6,12,-0.049999999999999996,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.41241830065359475,-0.05833333333333333,-0.035416666666666666,0.1811474229056856,-0.2311474229056856,0.017343019209943075,-0.06734301920994307
2013,30,PHO,Nemanja Nedović,NA,1,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10,-0.3,12,-0.024999999999999998,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3874183006535948,-0.03333333333333333,-0.010416666666666664,0.1753930784739498,-0.2003930784739498,0.013518656971489046,-0.03851865697148904
2013,31,POR,Allen Crabbe,California,7,381,9125,3453,1073,434,0.425,0.387,0.831,24,9.1,2.8,1.1,13.7,0.072,-1.6,0.9,12,0.075,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.28741830065359475,0.06666666666666667,0.08958333333333333,0.1697611700979431,-0.09476117009794309,0.009599737891827045,0.06540026210817296
2013,32,OKC,Álex Abrines,NA,3,174,2777,924,248,88,0.387,0.368,0.88,16,5.3,1.4,0.5,5,0.086,-1.9,0.1,12,0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3540849673202614,0,0.02291666666666667,0.16421193844301726,-0.15587860510968393,0.005773478700293968,0.002559854633039365
2013,33,CLE,Carrick Felix,Arizona State,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-3.4,0,12,0,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.36241830065359476,-0.008333333333333333,0.014583333333333334,0.15870562417452455,-0.15870562417452455,0.0022270961262271104,-0.0022270961262271104
2013,34,HOU,Isaiah Canaan,Murray State,6,235,4799,1913,438,454,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5,12,-0.041666666666666664,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.40408496732026145,-0.049999999999999996,-0.02708333333333333,0.15320246795781733,-0.194869134624484,-8.521931010360706e-4,-0.040814473565630595
2013,35,WAS,Glen Rice Jr.,Georgia Tech,2,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2,12,-0.016666666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3790849673202614,-0.025,-0.002083333333333333,0.1476628114356347,-0.16432947810230136,-0.003278262003038208,-0.013388404663628459
2013,36,SAC,Ray McCallum,Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,-2.6,-0.4,12,-0.03333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3957516339869281,-0.041666666666666664,-0.01875,0.1420564620833413,-0.17538979541667463,-0.004967139140395749,-0.028366194192937583
2013,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151,0.4,0,12,0,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.36241830065359476,-0.008333333333333333,0.014583333333333334,0.13637029063280634,-0.13637029063280634,-0.006019000230725964,0.006019000230725964
2013,38,MIL,Nate Wolters,South Dakota State,3,84,1575,461,185,209,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2,12,-0.016666666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3790849673202614,-0.025,-0.002083333333333333,0.1305929557090531,-0.14725962237571977,-0.006553315986198311,-0.010113350680468355
2013,39,NOP,Jeff Withey,Kansas,5,207,2072,666,518,64,0.525,0.143,0.716,10,3.2,2.5,0.3,6.8,0.157,0.5,1.3,12,0.10833333333333334,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.2540849673202614,0.1,0.12291666666666667,0.12471311593710457,-0.016379782603771237,-0.006689557118982512,0.11502289045231585
2013,40,OKC,Grant Jerrett,Arizona,1,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4,-0.1,-0.128,-10.8,-0.1,12,-0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3707516339869281,-0.016666666666666666,0.00625,0.11871942994198349,-0.12705276327531684,-0.006547194341248654,-0.0017861389920846796
2013,41,MEM,Jamaal Franklin,San Diego State,2,24,174,42,25,9,0.415,0.462,1,7.3,1.8,1,0.4,0,-0.006,-5.9,-0.2,12,-0.016666666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3790849673202614,-0.025,-0.002083333333333333,0.11260055634871349,-0.12926722301538016,-0.006245698365165972,-0.010420968301500695
2013,42,DAL,Pierre Jackson,Baylor,1,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1,12,-0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3707516339869281,-0.016666666666666666,0.00625,0.10634515378231721,-0.11467848711565054,-0.005904539902904654,-0.002428793430428679
2013,43,DAL,Ricky Ledo,Providence,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.6,-0.4,12,-0.03333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3957516339869281,-0.041666666666666664,-0.01875,0.09994188086781804,-0.13327521420115138,-0.005643189666634035,-0.027690143666699297
2013,44,ATL,Mike Muscala,Bucknell,11,548,8239,3206,1699,464,0.451,0.373,0.83,15,5.9,3.1,0.8,19.2,0.112,-0.2,3.7,12,0.30833333333333335,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.05408496732026141,0.3,0.3229166666666667,0.09339005134199557,0.21494328199133778,-0.0055654522199943286,0.3138987855533277
2013,45,POR,Marko Todorović,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.0867601439011829,NA,-0.005670498702601412,NA
2013,46,DEN,Erick Green,Virginia Tech,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-4,-0.2,12,-0.016666666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3790849673202614,-0.025,-0.002083333333333333,0.0801517905432487,-0.09681845720991536,-0.005914636325244792,-0.010752030341421874
2013,47,UTA,Raul Neto,NA,8,435,6765,2470,658,913,0.458,0.361,0.812,15.6,5.7,1.5,2.1,11.6,0.082,-1.5,0.8,12,0.06666666666666667,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.2957516339869281,0.058333333333333334,0.08125,0.07366471125883894,-0.006998044592172278,-0.006254042923446818,0.07292070959011349
2013,48,LAL,Ryan Kelly,Duke,4,163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,-2.6,-0.5,12,-0.041666666666666664,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.40408496732026145,-0.049999999999999996,-0.02708333333333333,0.06739862603859997,-0.10906529270526663,-0.0066448963327298835,-0.03502177033393678
2013,49,CHI,Erik Murphy,Florida,1,24,62,6,8,2,0.231,0,NA,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1,12,-0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3707516339869281,-0.016666666666666666,0.00625,0.0614532548731779,-0.06978658820651124,-0.007043374388616746,-0.001289958944716587
2013,50,ATL,James Ennis III,Cal State Long Beach,8,395,8022,2629,1306,373,0.457,0.36,0.797,20.3,6.7,3.3,0.9,16.2,0.097,-1.5,0.9,12,0.075,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.28741830065359475,0.06666666666666667,0.08958333333333333,0.05592831775321897,0.019071682246781026,-0.0074056549266299,0.08240565492662989
2013,51,ORL,Romero Osby,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.050923534669369566,NA,-0.007687915782291391,NA
2013,52,PHI,Lorenzo Brown,NC State,5,103,1185,293,151,183,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5,12,-0.041666666666666664,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.40408496732026145,-0.049999999999999996,-0.02708333333333333,0.046537100178796434,-0.0882037668454631,-0.007847695578618839,-0.03381897108804782
2013,53,IND,Colton Iverson,Colorado State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.042802861045093045,NA,-0.007899935423878257,NA
2013,54,WAS,Arsalan Kazemi,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.03966803130856157,NA,-0.007936858541924843,NA
2013,55,DEN,Joffrey Lauvergne,NA,4,208,2823,1159,789,180,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,0.089,-2.1,-0.1,12,-0.008333333333333333,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3707516339869281,-0.016666666666666666,0.00625,0.03707371866967436,-0.045407052003007695,-0.00805613541537018,-2.7719791796315327e-4
2013,56,DET,Peyton Siva,Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-6.4,-0.2,12,-0.016666666666666666,0.36241830065359476,0.008333333333333333,-0.014583333333333334,-0.3790849673202614,-0.025,-0.002083333333333333,0.03496103082890471,-0.051627697495571376,-0.00835543652682557,-0.008311230139841096
2013,57,PHO,Alex Oriakhi,Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.03327107548672529,NA,-0.008932432358902023,NA
2013,58,SAS,Deshaun Thomas,Ohio State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.03194496034360893,NA,-0.009884793394211227,NA
2013,59,MIN,Bojan Dubljević,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.030923793100028102,NA,-0.011310190115364539,NA
2013,60,MEM,Jānis Timma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,0.36241830065359476,0.008333333333333333,-0.014583333333333334,NA,NA,NA,0.03014868145645635,NA,-0.01330629300497307,NA
2012,1,NOP,Anthony Davis,Kentucky,13,787,27115,18978,8416,2009,0.522,0.296,0.794,34.5,24.1,10.7,2.6,118.8,0.21,5.9,54.2,13,4.1692307692307695,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,3.835989010989011,4.173076923076923,4.184615384615385,1.143113859646673,3.0261169095840965,0.8822822001815358,3.2869485690492337
2012,2,CHO,Michael Kidd-Gilchrist,Kentucky,8,446,10978,3750,2420,515,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21,0.092,-1.8,0.6,13,0.04615384615384615,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.2870879120879121,0.049999999999999996,0.061538461538461535,1.0604108854384655,-1.0142570392846193,0.7833289534233416,-0.7371751072694955
2012,3,WAS,Bradley Beal,Florida,13,801,27560,17257,3246,3432,0.464,0.376,0.821,34.4,21.5,4.1,4.3,58.6,0.102,1.5,24,13,1.8461538461538463,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,1.5129120879120879,1.85,1.8615384615384616,0.9801108851729452,0.86604296098090106,0.6884843713470001,1.1576694748068461
2012,4,CLE,Dion Waiters,Syracuse,8,419,11835,5505,1108,1163,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4,13,-0.03076923076923077,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.36401098901098905,-0.026923076923076925,-0.015384615384615385,0.9026722960389979,-0.9334415268082287,0.5984087442197418,-0.6291779749889725
2012,5,SAC,Thomas Robinson,Kansas,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,13,-0.12307692307692308,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.45631868131868136,-0.11923076923076924,-0.1076923076923077,0.8285535552255102,-0.9516304783024333,0.5137623623087962,-0.6368392853857193
2012,6,POR,Damian Lillard,Weber State,13,900,32614,22598,3845,6069,0.439,0.371,0.899,36.2,25.1,4.3,6.7,118.4,0.174,4.6,54.5,13,4.1923076923076925,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,3.859065934065934,4.196153846153846,4.207692307692308,0.758213099921368,3.4340945923863244,0.4352055158813938,3.7571021764262986
2012,7,GSW,Harrison Barnes,UNC,13,993,31029,13807,4742,1739,0.46,0.385,0.81,31.2,13.9,4.8,1.8,61.6,0.095,-0.8,9.1,13,0.7,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,0.3667582417582417,0.7038461538461538,0.7153846153846153,0.6921093673154572,0.007890632684542709,0.36339849520476425,0.3366015047952357
2012,8,TOR,Terrence Ross,Washington,11,733,17956,8047,2061,936,0.418,0.362,0.837,24.5,11,2.8,1.3,25,0.067,-1,4.5,13,0.34615384615384615,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,0.012912087912087866,0.35,0.36153846153846153,0.6307007945966637,-0.2845469484428176,0.29900159054613756,0.04715225560770858
2012,9,DET,Andre Drummond,UConn,13,904,24220,11293,10981,1107,0.542,0.129,0.486,26.8,12.5,12.1,1.2,76.6,0.152,1,18.5,13,1.4230769230769231,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,1.089835164835165,1.426923076923077,1.4384615384615385,0.5744458189538743,0.8486311041230489,0.24267509217274402,1.180401830904179
2012,10,NOP,Austin Rivers,Duke,11,707,16858,5996,1442,1513,0.419,0.349,0.653,23.8,8.5,2,2.1,15.2,0.043,-3.1,-4.5,13,-0.34615384615384615,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.6793956043956044,-0.3423076923076923,-0.33076923076923076,0.5237692646937907,-0.8699231108476368,0.19501927305448172,-0.5411731192083279
2012,11,POR,Meyers Leonard,Illinois,10,456,7272,2545,1771,396,0.482,0.39,0.812,15.9,5.6,3.9,0.9,15.8,0.104,-1.5,1,13,0.07692307692307693,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.25631868131868135,0.08076923076923077,0.09230769230769231,0.4786190787133089,-0.40169600179023196,0.15578292031903404,-0.07885984339595711
2012,12,OKC,Jeremy Lamb,UConn,10,573,11896,5805,2073,904,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9,13,0.6076923076923078,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,0.2744505494505495,0.6115384615384616,0.6230769230769231,0.4385889998461299,0.16910330784617783,0.12408236683056614,0.4836099408617416
2012,13,PHO,Kendall Marshall,UNC,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-3.5,-1.1,13,-0.08461538461538462,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.4178571428571429,-0.08076923076923077,-0.06923076923076923,0.40326437004382154,-0.4878797546592062,0.09901895244642739,-0.183634337061812
2012,14,MIL,John Henson,UNC,8,445,8752,3383,2368,496,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4,13,0.26153846153846155,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.07170329670329673,0.2653846153846154,0.27692307692307694,0.37223053125795125,-0.1106920697194897,0.07969401702396717,0.18184444451449439
2012,15,ORL,Maurice Harkless,St. John's,10,621,14019,4259,2198,572,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23,0.079,-0.8,4.1,13,0.3153846153846154,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.017857142857142905,0.3192307692307692,0.33076923076923076,0.34507282544008694,-0.029688210055471564,0.06520890042053472,0.25017571496408064
2012,16,SAC,Royce White,Iowa State,1,3,9,0,0,0,0,NA,NA,3,0,0,0,0,-0.121,-16.9,0,13,0,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.3332417582417583,0.0038461538461538464,0.015384615384615385,0.32137659454179607,-0.32137659454179607,0.05466494249347947,-0.05466494249347947
2012,17,CLE,Tyler Zeller,UNC,8,414,7254,2873,1820,367,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2,0,13,0,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.3332417582417583,0.0038461538461538464,0.015384615384615385,0.3007271805146462,-0.3007271805146462,0.0471634831001506,-0.0471634831001506
2012,18,HOU,Terrence Jones,Kentucky,6,234,5562,2431,1334,238,0.501,0.297,0.621,23.8,10.4,5.7,1,14.7,0.127,0.5,3.6,13,0.27692307692307694,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.05631868131868134,0.28076923076923077,0.2923076923076923,0.2827100646402099,-0.005786987717132985,0.04180636885401316,0.23511670806906376
2012,19,ORL,Andrew Nicholson,St. Bonaventure,5,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,-3.6,-1.6,13,-0.12307692307692308,0.3332417582417583,-0.0038461538461538464,-0.015384615384615385,-0.45631868131868136,-0.11923076923076924,-0.1076923076923077,0.2669568902801344,-0.3900338133570575,0.03786334212357413,-0.1609402652004972
